activeDuration,activityLevel,activityName,activityTypeId,averageHeartRate,calories,caloriesLink,distance,distanceUnit,duration,elevationGain,heartRateLink,heartRateZones,lastModified,logId,logType,manualValuesSpecified,originalDuration,originalStartTime,source,startTime,steps,tcxLink
3987000,"[{'minutes': 5, 'name': 'sedentary'}, {'minutes': 12, 'name': 'lightly'}, {'minutes': 18, 'name': 'fairly'}, {'minutes': 31, 'name': 'very'}]",Weights,2131,119,495,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-03/2018-12-03/1min/time/8:44/9:51.json,0.79586,Mile,3994000,23.999344,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-03/2018-12-03/1sec/time/08:44:28/09:51:02.json,"[{'max': 98, 'min': 30, 'minutes': 4, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 54, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 8, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-03T14:59:00.000Z,18420987525,tracker,"{'calories': False, 'distance': False, 'steps': False}",3994000,2018-12-03T08:44:28.000-05:00,"{'id': '133268675', 'name': 'Charge 3', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2018-12-03T08:44:28.000-05:00,1936,https://api.fitbit.com/1/user/-/activities/18420987525.tcx
973000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 8, 'name': 'fairly'}, {'minutes': 8, 'name': 'very'}]",Sport,15000,123,145,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-03/2018-12-03/1min/time/9:49/10:06.json,,,973000,,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-03/2018-12-03/1sec/time/09:49:57/10:06:10.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 14, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 3, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-03T15:32:33.000Z,18446980712,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",973000,2018-12-03T09:49:57.000-05:00,,2018-12-03T09:49:57.000-05:00,1076,https://api.fitbit.com/1/user/-/activities/18446980712.tcx
1587000,"[{'minutes': 4, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 6, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",Walk,90013,98,182,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-04/2018-12-04/1min/time/19:27/19:53.json,,,1587000,80.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-04/2018-12-04/1sec/time/19:27:22/19:53:49.json,"[{'max': 98, 'min': 30, 'minutes': 12, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 14, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-05T01:00:44.000Z,18484697965,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1587000,2018-12-04T19:27:22.000-05:00,,2018-12-04T19:27:22.000-05:00,2007,https://api.fitbit.com/1/user/-/activities/18484697965.tcx
1229000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 18, 'name': 'very'}]",Walk,90013,117,193,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-05/2018-12-05/1min/time/8:30/8:51.json,,,1229000,70.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-05/2018-12-05/1sec/time/08:30:51/08:51:20.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 21, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-05T14:05:47.000Z,18492106920,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1229000,2018-12-05T08:30:51.000-05:00,,2018-12-05T08:30:51.000-05:00,1985,https://api.fitbit.com/1/user/-/activities/18492106920.tcx
3225000,"[{'minutes': 14, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 3, 'name': 'fairly'}, {'minutes': 34, 'name': 'very'}]",Weights,2131,127,414,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-05/2018-12-05/1min/time/8:53/9:46.json,0.828545,Mile,3228000,91.000656,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-05/2018-12-05/1sec/time/08:53:07/09:46:55.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 34, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 4, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-05T15:04:50.000Z,18477299664,tracker,"{'calories': False, 'distance': False, 'steps': False}",3228000,2018-12-05T08:53:07.000-05:00,"{'id': '133268675', 'name': 'Charge 3', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2018-12-05T08:53:07.000-05:00,1986,https://api.fitbit.com/1/user/-/activities/18477299664.tcx
1536000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 22, 'name': 'very'}]",Walk,90013,114,229,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-05/2018-12-05/1min/time/18:24/18:50.json,,,1536000,10.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-05/2018-12-05/1sec/time/18:24:49/18:50:25.json,"[{'max': 98, 'min': 30, 'minutes': 1, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 25, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-05T23:54:24.000Z,18505903974,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1536000,2018-12-05T18:24:49.000-05:00,,2018-12-05T18:24:49.000-05:00,2630,https://api.fitbit.com/1/user/-/activities/18505903974.tcx
1126000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 0, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 14, 'name': 'very'}]",Walk,90013,112,156,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-05/2018-12-05/1min/time/20:54/21:12.json,,,1126000,70.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-05/2018-12-05/1sec/time/20:54:10/21:12:56.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 18, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-06T02:18:24.000Z,18507455992,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1126000,2018-12-05T20:54:10.000-05:00,,2018-12-05T20:54:10.000-05:00,1553,https://api.fitbit.com/1/user/-/activities/18507455992.tcx
922000,"[{'minutes': 0, 'name': 'sedentary'}, {'minutes': 1, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 11, 'name': 'very'}]",Walk,90013,111,134,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-06/2018-12-06/1min/time/18:03/18:19.json,,,922000,60.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-06/2018-12-06/1sec/time/18:03:41/18:19:03.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 16, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-06T23:36:23.000Z,18528121257,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",922000,2018-12-06T18:03:41.000-05:00,,2018-12-06T18:03:41.000-05:00,1349,https://api.fitbit.com/1/user/-/activities/18528121257.tcx
6008000,"[{'minutes': 2, 'name': 'sedentary'}, {'minutes': 8, 'name': 'lightly'}, {'minutes': 26, 'name': 'fairly'}, {'minutes': 64, 'name': 'very'}]",Weights,2131,128,865,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-08/2018-12-08/1min/time/15:11/16:51.json,0.966198,Mile,6011000,101.000656,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-08/2018-12-08/1sec/time/15:11:20/16:51:31.json,"[{'max': 98, 'min': 30, 'minutes': 0, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 82, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 18, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-08T21:54:37.000Z,18557594349,tracker,"{'calories': False, 'distance': False, 'steps': False}",6011000,2018-12-08T15:11:20.000-05:00,"{'id': '133268675', 'name': 'Charge 3', 'type': 'tracker', 'url': 'https://www.fitbit.com/'}",2018-12-08T15:11:20.000-05:00,2251,https://api.fitbit.com/1/user/-/activities/18557594349.tcx
1384000,"[{'minutes': 1, 'name': 'sedentary'}, {'minutes': 2, 'name': 'lightly'}, {'minutes': 4, 'name': 'fairly'}, {'minutes': 16, 'name': 'very'}]",Walk,90013,118,197,https://api.fitbit.com/1/user/-/activities/calories/date/2018-12-08/2018-12-08/1min/time/21:33/21:56.json,,,1384000,130.0,https://api.fitbit.com/1/user/-/activities/heart/date/2018-12-08/2018-12-08/1sec/time/21:33:04/21:56:08.json,"[{'max': 98, 'min': 30, 'minutes': 1, 'name': 'Out of Range'}, {'max': 137, 'min': 98, 'minutes': 22, 'name': 'Fat Burn'}, {'max': 167, 'min': 137, 'minutes': 0, 'name': 'Cardio'}, {'max': 220, 'min': 167, 'minutes': 0, 'name': 'Peak'}]",2018-12-09T03:07:22.000Z,18562421404,auto_detected,"{'calories': False, 'distance': False, 'steps': False}",1384000,2018-12-08T21:33:04.000-05:00,,2018-12-08T21:33:04.000-05:00,1793,https://api.fitbit.com/1/user/-/activities/18562421404.tcx
