id,date,routine,category,exercise,weight,reps,rpe,intensity,one_rep_max,volume,relative_volume,distance,time,speed,comment
0,2014-06-07,,Back,Lat Pulldown,150.0,10.0,,0.75,200.0,1500.0,1125.0,,,,
0,2014-06-07,,Back,Lat Pulldown,150.0,10.0,,0.75,200.0,1500.0,1125.0,,,,
0,2014-06-07,,Back,Lat Pulldown,150.0,10.0,,0.75,200.0,1500.0,1125.0,,,,
0,2014-06-07,,Back,Seated Back Extension,120.0,10.0,,0.75,160.0,1200.0,900.0,,,,
0,2014-06-07,,Back,Seated Back Extension,120.0,10.0,,0.75,160.0,1200.0,900.0,,,,
0,2014-06-07,,Back,Seated Back Extension,120.0,10.0,,0.75,160.0,1200.0,900.0,,,,
0,2014-06-07,,Back,Pull Up,,8.0,,,,,,,,,
0,2014-06-07,,Back,Pull Up,,5.0,,,,,,,,,
0,2014-06-07,,Back,Pull Up,,1.0,,,,,,,,,
1,2014-06-08,,Chest,Flat Dumbbell Bench Press,55.0,10.0,,0.75,73.0,550.0,412.0,,,,
1,2014-06-08,,Chest,Flat Dumbbell Bench Press,55.0,10.0,,0.75,73.0,550.0,412.0,,,,
1,2014-06-08,,Chest,Flat Dumbbell Bench Press,55.0,10.0,,0.75,73.0,550.0,412.0,,,,
1,2014-06-08,,Chest,Push Up,0.0,10.0,,,0.0,0.0,,,,,
2,2014-06-10,,Legs,Seated Leg Curl Machine,210.0,10.0,,0.75,280.0,2100.0,1575.0,,,,
2,2014-06-10,,Legs,Seated Leg Curl Machine,210.0,10.0,,0.75,280.0,2100.0,1575.0,,,,
2,2014-06-10,,Legs,Seated Leg Curl Machine,195.0,10.0,,0.7,280.0,1950.0,1365.0,,,,Right knee started bothering me
2,2014-06-10,,Legs,Leg Press,225.0,10.0,,0.75,300.0,2250.0,1687.0,,,,
2,2014-06-10,,Legs,Leg Press,225.0,10.0,,0.75,300.0,2250.0,1687.0,,,,
2,2014-06-10,,Legs,Leg Press,225.0,10.0,,0.75,300.0,2250.0,1687.0,,,,
3,2014-06-17,,Chest,Flat Dumbbell Bench Press,55.0,10.0,,0.75,73.0,550.0,412.0,,,,
3,2014-06-17,,Chest,Flat Dumbbell Bench Press,55.0,10.0,,0.75,73.0,550.0,412.0,,,,
3,2014-06-17,,Chest,Flat Dumbbell Bench Press,55.0,8.0,,0.75,73.0,440.0,330.0,,,,
3,2014-06-17,,Biceps,Dumbbell Hammer Curl,35.0,8.0,,0.8,44.0,280.0,224.0,,,,
3,2014-06-17,,Biceps,Dumbbell Hammer Curl,35.0,5.0,,0.8,44.0,175.0,140.0,,,,
4,2014-06-18,,Cardio,Stationary Bike,,,,,,,,1.4,300.0,16.8,
4,2014-06-18,,Cardio,Rowing Machine,,,,,,,,0.722033102,300.0,8.664397224000002,
5,2014-06-19,,Cardio,Running (Treadmill),,,,,,,,0.55,301.0,6.578073089700998,"Right knee, ankle, and instep starting hurting. Never start on treadmill cold"
5,2014-06-19,,Biceps,Dumbbell Hammer Curl,40.0,6.0,,0.83,48.0,240.0,199.0,,,,
5,2014-06-19,,Biceps,Dumbbell Hammer Curl,35.0,5.0,,0.73,48.0,175.0,127.0,,,,
5,2014-06-19,,Chest,Flat Dumbbell Bench Press,60.0,10.0,,0.75,80.0,600.0,450.0,,,,
5,2014-06-19,,Chest,Flat Dumbbell Bench Press,60.0,10.0,,0.75,80.0,600.0,450.0,,,,
5,2014-06-19,,Back,Pull Up,,6.0,,,,,,,,,
5,2014-06-19,,Back,Pull Up,,5.0,,,,,,,,,
5,2014-06-19,,Back,Pull Up,,4.0,,,,,,,,,
5,2014-06-19,,Legs,Leg Press,225.0,10.0,,0.7,320.0,2250.0,1575.0,,,,
5,2014-06-19,,Legs,Leg Press,240.0,10.0,,0.75,320.0,2400.0,1800.0,,,,
5,2014-06-19,,Legs,Leg Press,240.0,10.0,,0.75,320.0,2400.0,1800.0,,,,
5,2014-06-19,,Legs,Standing Calf Raise Machine,70.0,10.0,,0.75,93.0,700.0,525.0,,,,
5,2014-06-19,,Legs,Standing Calf Raise Machine,70.0,10.0,,0.75,93.0,700.0,525.0,,,,
5,2014-06-19,,Legs,Standing Calf Raise Machine,70.0,10.0,,0.75,93.0,700.0,525.0,,,,
6,2014-06-22,,Cardio,Stationary Bike,,,,,,,,1.6,300.0,19.200000000000003,
6,2014-06-22,,Cardio,Running (Treadmill),,,,,,,,0.63,316.0,7.177215189873418,
6,2014-06-22,,Legs,Leg Press,255.0,10.0,,0.75,340.0,2550.0,1912.0,,,,
6,2014-06-22,,Legs,Leg Press,255.0,10.0,,0.75,340.0,2550.0,1912.0,,,,
6,2014-06-22,,Legs,Leg Press,255.0,10.0,,0.75,340.0,2550.0,1912.0,,,,
6,2014-06-22,,Legs,Standing Calf Raise Machine,135.0,10.0,,0.75,180.0,1350.0,1012.0,,,,
6,2014-06-22,,Legs,Standing Calf Raise Machine,120.0,10.0,,0.67,180.0,1200.0,804.0,,,,
6,2014-06-22,,Legs,Standing Calf Raise Machine,120.0,10.0,,0.67,180.0,1200.0,804.0,,,,
6,2014-06-22,,Back,Pull Up,,10.0,,,,,,,,,
6,2014-06-22,,Back,Pull Up,,6.0,,,,,,,,,
6,2014-06-22,,Back,Pull Up,,5.0,,,,,,,,,
6,2014-06-22,,Back,Pull Up,,4.0,,,,,,,,,
7,2014-06-24,,Cardio,Stationary Bike,,,,,,,,1.48,300.0,17.76,
7,2014-06-24,,Cardio,Running (Treadmill),,,,,,,,0.56,300.0,6.720000000000001,
7,2014-06-24,,Biceps,Dumbbell Hammer Curl,40.0,5.0,,0.83,48.0,200.0,166.0,,,,
7,2014-06-24,,Biceps,Dumbbell Hammer Curl,35.0,5.0,,0.73,48.0,175.0,127.0,,,,
7,2014-06-24,,Biceps,Dumbbell Hammer Curl,35.0,10.0,,0.73,48.0,350.0,255.0,,,,
7,2014-06-24,,Biceps,Dumbbell Hammer Curl,35.0,5.0,,0.73,48.0,175.0,127.0,,,,
7,2014-06-24,,Chest,Flat Dumbbell Bench Press,60.0,10.0,,0.75,80.0,600.0,450.0,,,,
7,2014-06-24,,Chest,Flat Dumbbell Bench Press,60.0,10.0,,0.75,80.0,600.0,450.0,,,,
7,2014-06-24,,Chest,Flat Dumbbell Bench Press,60.0,5.0,,0.75,80.0,300.0,225.0,,,,
7,2014-06-24,,Back,Pull Up,,10.0,,,,,,,,,
7,2014-06-24,,Back,Pull Up,,6.0,,,,,,,,,
7,2014-06-24,,Back,Pull Up,,3.0,,,,,,,,,
7,2014-06-24,,Back,Lat Pulldown,150.0,10.0,,0.75,200.0,1500.0,1125.0,,,,
7,2014-06-24,,Back,Lat Pulldown,150.0,10.0,,0.75,200.0,1500.0,1125.0,,,,
7,2014-06-24,,Back,Lat Pulldown,150.0,10.0,,0.75,200.0,1500.0,1125.0,,,,
8,2014-06-26,,Cardio,Stationary Bike,,,,,,,,1.56,300.0,18.720000000000002,
8,2014-06-26,,Cardio,Running (Treadmill),,,,,,,,0.62,300.0,7.44,
9,2014-06-30,,Cardio,Stationary Bike,,,,,,,,1.63,300.0,19.56,
9,2014-06-30,,Cardio,Rowing Machine,,,,,,,,0.7456452,300.0,8.947742400000001,
10,2014-07-01,,Cardio,Stationary Bike,,,,,,,,1.45,300.0,17.400000000000002,
10,2014-07-01,,Cardio,Running (Treadmill),,,,,,,,0.63,300.0,7.5600000000000005,
10,2014-07-01,,Chest,Flat Dumbbell Bench Press,60.0,10.0,,0.75,80.0,600.0,450.0,,,,
10,2014-07-01,,Chest,Flat Dumbbell Bench Press,60.0,10.0,,0.75,80.0,600.0,450.0,,,,
10,2014-07-01,,Chest,Flat Dumbbell Bench Press,60.0,6.0,,0.75,80.0,360.0,270.0,,,,
10,2014-07-01,,Biceps,Dumbbell Curl,35.0,10.0,,0.74,47.0,350.0,259.0,,,,
11,2014-07-02,,Cardio,Stationary Bike,,,,,,,,1.42,300.0,17.04,
11,2014-07-02,,Cardio,Running (Treadmill),,,,,,,,0.6,300.0,7.2,
11,2014-07-02,,Cardio,Rowing Machine,,,,,,,,0.744402458,308.0,8.700807950649352,
11,2014-07-02,,Back,Lat Pulldown,155.0,10.0,,0.75,207.0,1550.0,1162.0,,,,
11,2014-07-02,,Back,Lat Pulldown,155.0,10.0,,0.75,207.0,1550.0,1162.0,,,,
11,2014-07-02,,Back,Lat Pulldown,155.0,10.0,,0.75,207.0,1550.0,1162.0,,,,
11,2014-07-02,,Back,Pull Up,,6.0,,,,,,,,,
11,2014-07-02,,Back,Pull Up,,4.0,,,,,,,,,
11,2014-07-02,,Back,Pull Up,,3.0,,,,,,,,,
12,2014-07-05,,Cardio,Stationary Bike,,,,,,,,2.0,446.0,16.143497757847534,Just doing bike for a while until the doctor can help with my knee
12,2014-07-05,,Abs,Undefined Ab Workout,1.0,1.0,,1.0,1.0,1.0,1.0,,,,
13,2014-07-07,,Cardio,Stationary Bike,,,,,,,,1.53,300.0,18.360000000000003,
13,2014-07-07,,Cardio,Running (Treadmill),,,,,,,,0.61,300.0,7.32,
13,2014-07-07,,Chest,Flat Dumbbell Bench Press,65.0,10.0,,0.75,87.0,650.0,487.0,,,,
13,2014-07-07,,Chest,Flat Dumbbell Bench Press,60.0,10.0,,0.69,87.0,600.0,413.0,,,,
13,2014-07-07,,Chest,Flat Dumbbell Bench Press,60.0,10.0,,0.69,87.0,600.0,413.0,,,,
13,2014-07-07,,Biceps,Dumbbell Hammer Curl,35.0,10.0,,0.73,48.0,350.0,255.0,,,,
13,2014-07-07,,Biceps,Dumbbell Hammer Curl,35.0,5.0,,0.73,48.0,175.0,127.0,,,,
13,2014-07-07,,Biceps,Dumbbell Hammer Curl,35.0,4.0,,0.73,48.0,140.0,102.0,,,,
14,2014-07-09,,Cardio,Stationary Bike,,,,,,,,1.38,300.0,16.56,
14,2014-07-09,,Cardio,Rowing Machine,,,,,,,,0.77671375,300.0,9.320565,
14,2014-07-09,,Back,Seated Cable Row,120.0,8.0,,0.79,152.0,960.0,758.0,,,,
14,2014-07-09,,Back,Seated Cable Row,120.0,8.0,,0.79,152.0,960.0,758.0,,,,
14,2014-07-09,,Back,Seated Cable Row,120.0,8.0,,0.79,152.0,960.0,758.0,,,,
14,2014-07-09,,Back,Dumbbell Row,60.0,10.0,,0.75,80.0,600.0,450.0,,,,
14,2014-07-09,,Back,Dumbbell Row,60.0,10.0,,0.75,80.0,600.0,450.0,,,,
14,2014-07-09,,Back,Dumbbell Row,60.0,10.0,,0.75,80.0,600.0,450.0,,,,
14,2014-07-09,,Back,Pull Up,,7.0,,,,,,,,,
14,2014-07-09,,Back,Pull Up,,4.0,,,,,,,,,
14,2014-07-09,,Back,Pull Up,,4.0,,,,,,,,,
15,2014-07-10,,Cardio,Stationary Bike,,,,,,,,1.34,300.0,16.080000000000002,
15,2014-07-10,,Abs,Undefined Ab Workout,1.0,1.0,,1.0,1.0,1.0,1.0,,,,
16,2014-07-13,,Triceps,Dumbbell Tricep Kickback,30.0,10.0,,0.75,40.0,300.0,225.0,,,,
16,2014-07-13,,Triceps,Dumbbell Overhead Triceps Extension,50.0,10.0,,0.75,67.0,500.0,375.0,,,,
16,2014-07-13,,Triceps,Dumbbell Overhead Triceps Extension,50.0,10.0,,0.75,67.0,500.0,375.0,,,,
16,2014-07-13,,Cardio,Rowing Machine,,,,,,,,0.774228266,300.0,9.290739192000002,
17,2014-07-15,,Cardio,Stationary Bike,,,,,,,,1.51,300.0,18.12,
17,2014-07-15,,Cardio,Running (Treadmill),,,,,,,,0.58,300.0,6.96,
17,2014-07-15,,Cardio,Rowing Machine,,,,,,,,0.727625441,308.0,8.504712946753248,
17,2014-07-15,,Abs,Undefined Ab Workout,1.0,1.0,,1.0,1.0,1.0,1.0,,,,
18,2014-07-16,,Chest,Flat Dumbbell Bench Press,65.0,10.0,,0.75,87.0,650.0,487.0,,,,
18,2014-07-16,,Chest,Flat Dumbbell Bench Press,65.0,10.0,,0.75,87.0,650.0,487.0,,,,
18,2014-07-16,,Chest,Flat Dumbbell Bench Press,65.0,10.0,,0.75,87.0,650.0,487.0,,,,
19,2014-07-17,,Cardio,Stationary Bike,,,,,,,,1.56,338.0,16.615384615384617,
19,2014-07-17,,Cardio,Running (Treadmill),,,,,,,,0.57,300.0,6.84,
20,2014-07-21,,Cardio,Stationary Bike,,,,,,,,1.4,300.0,16.8,
20,2014-07-21,,Cardio,Running (Treadmill),,,,,,,,0.55,300.0,6.6000000000000005,
20,2014-07-21,,Abs,Undefined Ab Workout,1.0,1.0,,1.0,1.0,1.0,1.0,,,,
21,2014-07-22,,Cardio,Stationary Bike,,,,,,,,1.6,300.0,19.200000000000003,
21,2014-07-22,,Cardio,Running (Treadmill),,,,,,,,0.63,316.0,7.177215189873418,
21,2014-07-22,,Legs,Leg Press,255.0,10.0,,0.75,340.0,2550.0,1912.0,,,,
21,2014-07-22,,Legs,Leg Press,255.0,10.0,,0.75,340.0,2550.0,1912.0,,,,
21,2014-07-22,,Legs,Leg Press,255.0,10.0,,0.75,340.0,2550.0,1912.0,,,,
21,2014-07-22,,Legs,Standing Calf Raise Machine,135.0,10.0,,0.75,180.0,1350.0,1012.0,,,,
21,2014-07-22,,Legs,Standing Calf Raise Machine,120.0,10.0,,0.67,180.0,1200.0,804.0,,,,
21,2014-07-22,,Legs,Standing Calf Raise Machine,120.0,10.0,,0.67,180.0,1200.0,804.0,,,,
21,2014-07-22,,Back,Pull Up,,10.0,,,,,,,,,
21,2014-07-22,,Back,Pull Up,,6.0,,,,,,,,,
21,2014-07-22,,Back,Pull Up,,5.0,,,,,,,,,
21,2014-07-22,,Back,Pull Up,,4.0,,,,,,,,,
22,2014-07-23,,Cardio,Stationary Bike,,,,,,,,1.44,300.0,17.28,
22,2014-07-23,,Cardio,Rowing Machine,,,,,,,,0.754344394,300.0,9.052132728,
22,2014-07-23,,Back,T-Bar Row,120.0,10.0,,0.75,160.0,1200.0,900.0,,,,
22,2014-07-23,,Back,T-Bar Row,120.0,10.0,,0.75,160.0,1200.0,900.0,,,,
22,2014-07-23,,Back,T-Bar Row,120.0,10.0,,0.75,160.0,1200.0,900.0,,,,
22,2014-07-23,,Back,Lat Pulldown,150.0,10.0,,0.72,207.0,1500.0,1080.0,,,,
22,2014-07-23,,Back,Lat Pulldown,150.0,10.0,,0.72,207.0,1500.0,1080.0,,,,
22,2014-07-23,,Back,Lat Pulldown,150.0,10.0,,0.72,207.0,1500.0,1080.0,,,,
23,2014-07-25,,Cardio,Stationary Bike,,,,,,,,1.5,300.0,18.0,
24,2014-07-27,,Chest,Seated Machine Fly,160.0,10.0,,0.75,213.0,1600.0,1200.0,,,,
24,2014-07-27,,Chest,Seated Machine Fly,155.0,10.0,,0.73,213.0,1550.0,1131.0,,,,
24,2014-07-27,,Chest,Seated Machine Fly,150.0,3.0,,0.7,213.0,450.0,315.0,,,,
24,2014-07-27,,Chest,Seated Machine Fly,145.0,1.0,,0.68,213.0,145.0,98.0,,,,
24,2014-07-27,,Chest,Seated Machine Fly,140.0,1.0,,0.66,213.0,140.0,92.0,,,,
24,2014-07-27,,Shoulders,Dumbbell Shoulder Press,45.0,10.0,,0.75,60.0,450.0,337.0,,,,
24,2014-07-27,,Shoulders,Dumbbell Shoulder Press,45.0,10.0,,0.75,60.0,450.0,337.0,,,,
24,2014-07-27,,Shoulders,Dumbbell Shoulder Press,45.0,10.0,,0.75,60.0,450.0,337.0,,,,
24,2014-07-27,,Triceps,Close Grip Dip,,10.0,,,,,,,,,
24,2014-07-27,,Triceps,Close Grip Dip,,10.0,,,,,,,,,
24,2014-07-27,,Triceps,Close Grip Dip,,7.0,,,,,,,,,
24,2014-07-27,,Triceps,Close Grip Dip,,3.0,,,,,,,,,
24,2014-07-27,,Cardio,Running (Treadmill),,,,,,,,0.56,300.0,6.720000000000001,
24,2014-07-27,,Abs,Undefined Ab Workout,1.0,1.0,,1.0,1.0,1.0,1.0,,,,
25,2014-07-28,,Cardio,Stationary Bike,,,,,,,,1.57,307.0,18.410423452768732,
25,2014-07-28,,Cardio,Running (Treadmill),,,,,,,,0.57,300.0,6.84,
25,2014-07-28,,Abs,Undefined Ab Workout,1.0,1.0,,1.0,1.0,1.0,1.0,,,,
26,2014-07-30,,Cardio,Rowing Machine,,,,,,,,0.759315362,300.0,9.111784344000002,
26,2014-07-30,,Back,T-Bar Row,135.0,10.0,,0.75,180.0,1350.0,1012.0,,,,
26,2014-07-30,,Back,T-Bar Row,135.0,10.0,,0.75,180.0,1350.0,1012.0,,,,
26,2014-07-30,,Back,T-Bar Row,135.0,10.0,,0.75,180.0,1350.0,1012.0,,,,
26,2014-07-30,,Back,Lat Pulldown,150.0,10.0,,0.72,207.0,1500.0,1080.0,,,,
26,2014-07-30,,Back,Lat Pulldown,150.0,10.0,,0.72,207.0,1500.0,1080.0,,,,
26,2014-07-30,,Back,Lat Pulldown,150.0,10.0,,0.72,207.0,1500.0,1080.0,,,,
27,2014-07-31,,Cardio,Stationary Bike,,,,,,,,1.35,300.0,16.200000000000003,
28,2014-08-04,,Cardio,Stationary Bike,,,,,,,,1.56,300.0,18.720000000000002,
28,2014-08-04,,Cardio,Running (Treadmill),,,,,,,,0.58,300.0,6.96,
28,2014-08-04,,Abs,Undefined Ab Workout,1.0,1.0,,1.0,1.0,1.0,1.0,,,,
29,2014-08-07,,Cardio,Stationary Bike,,,,,,,,1.37,300.0,16.44,
29,2014-08-07,,Cardio,Rowing Machine,,,,,,,,0.843821818,331.0,9.17751826223565,
29,2014-08-07,,Back,Pull Up,,6.0,,,,,,,,,
29,2014-08-07,,Back,Pull Up,,4.0,,,,,,,,,
29,2014-08-07,,Back,Pull Up,,4.0,,,,,,,,,
30,2014-08-08,,Chest,Seated Machine Fly,165.0,10.0,,0.75,220.0,1650.0,1237.0,,,,
30,2014-08-08,,Chest,Seated Machine Fly,165.0,10.0,,0.75,220.0,1650.0,1237.0,,,,
30,2014-08-08,,Chest,Seated Machine Fly,165.0,3.0,,0.75,220.0,495.0,371.0,,,,
30,2014-08-08,,Chest,Seated Machine Fly,160.0,1.0,,0.73,220.0,160.0,116.0,,,,
30,2014-08-08,,Chest,Seated Machine Fly,155.0,1.0,,0.7,220.0,155.0,108.0,,,,
30,2014-08-08,,Chest,Seated Machine Fly,150.0,1.0,,0.68,220.0,150.0,102.0,,,,
31,2014-08-11,,Cardio,Stationary Bike,,,,,,,,1.53,300.0,18.360000000000003,
31,2014-08-11,,Cardio,Running (Treadmill),,,,,,,,0.57,300.0,6.84,
32,2014-08-12,,Cardio,Stationary Bike,,,,,,,,1.5,300.0,18.0,
32,2014-08-12,,Cardio,Running (Treadmill),,,,,,,,0.56,300.0,6.720000000000001,
32,2014-08-12,,Abs,Undefined Ab Workout,1.0,1.0,,1.0,1.0,1.0,1.0,,,,
33,2014-08-14,,Cardio,Stationary Bike,,,,,,,,1.53,309.0,17.825242718446603,
33,2014-08-14,,Cardio,Rowing Machine,,,,,,,,0.81399601,315.0,9.302811542857143,
33,2014-08-14,,Back,Pull Up,,8.0,,,,,,,,,
33,2014-08-14,,Back,Pull Up,,5.0,,,,,,,,,
33,2014-08-14,,Back,Pull Up,,4.0,,,,,,,,,
33,2014-08-14,,Back,Dumbbell Row,65.0,10.0,,0.75,87.0,650.0,487.0,,,,
33,2014-08-14,,Back,Dumbbell Row,65.0,10.0,,0.75,87.0,650.0,487.0,,,,
33,2014-08-14,,Back,Dumbbell Row,65.0,10.0,,0.75,87.0,650.0,487.0,,,,
34,2014-08-15,,Shoulders,Dumbbell Shoulder Press,35.0,10.0,,0.58,60.0,350.0,203.0,,,,
34,2014-08-15,,Shoulders,Dumbbell Shoulder Press,35.0,6.0,,0.58,60.0,210.0,121.0,,,,
34,2014-08-15,,Shoulders,Dumbbell Shoulder Press,35.0,6.0,,0.58,60.0,210.0,121.0,,,,
34,2014-08-15,,Shoulders,Dumbbell Shoulder Press,30.0,6.0,,0.5,60.0,180.0,90.0,,,,
34,2014-08-15,,Shoulders,Dumbbell Shoulder Press,30.0,6.0,,0.5,60.0,180.0,90.0,,,,
34,2014-08-15,,Cardio,Running (Treadmill),,,,,,,,0.57,300.0,6.84,
35,2014-08-17,,Chest,Flat Dumbbell Bench Press,80.0,15.0,,0.67,120.0,1200.0,804.0,,,,
35,2014-08-17,,Chest,Flat Dumbbell Bench Press,80.0,15.0,,0.67,120.0,1200.0,804.0,,,,
35,2014-08-17,,Chest,Flat Dumbbell Bench Press,80.0,15.0,,0.67,120.0,1200.0,804.0,,,,
35,2014-08-17,,Chest,Flat Dumbbell Bench Press,80.0,15.0,,0.67,120.0,1200.0,804.0,,,,
35,2014-08-17,,Chest,Flat Dumbbell Bench Press,80.0,7.0,,0.67,120.0,560.0,375.0,,,,
35,2014-08-17,,Chest,Flat Dumbbell Bench Press,70.0,15.0,,0.58,120.0,1050.0,609.0,,,,
35,2014-08-17,,Chest,Flat Dumbbell Bench Press,70.0,12.0,,0.58,120.0,840.0,487.0,,,,
35,2014-08-17,,Chest,Flat Dumbbell Bench Press,70.0,15.0,,0.58,120.0,1050.0,609.0,,,,
35,2014-08-17,,Chest,Flat Dumbbell Bench Press,70.0,12.0,,0.58,120.0,840.0,487.0,,,,
35,2014-08-17,,Chest,Flat Dumbbell Bench Press,70.0,12.0,,0.58,120.0,840.0,487.0,,,,Wayyy too much rest
35,2014-08-17,,Chest,Flat Dumbbell Bench Press,70.0,15.0,,0.58,120.0,1050.0,609.0,,,,
35,2014-08-17,,Chest,Flat Dumbbell Bench Press,70.0,12.0,,0.58,120.0,840.0,487.0,,,,
35,2014-08-17,,Chest,Flat Dumbbell Bench Press,60.0,12.0,,0.5,120.0,720.0,360.0,,,,
35,2014-08-17,,Chest,Flat Dumbbell Bench Press,60.0,12.0,,0.5,120.0,720.0,360.0,,,,
35,2014-08-17,,Chest,Flat Dumbbell Bench Press,60.0,12.0,,0.5,120.0,720.0,360.0,,,,
36,2014-08-18,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
36,2014-08-18,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
36,2014-08-18,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
36,2014-08-18,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
36,2014-08-18,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
36,2014-08-18,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
36,2014-08-18,,Back,Bent Over Row,95.0,12.0,,0.67,142.0,1140.0,763.0,,,,
36,2014-08-18,,Back,Bent Over Row,95.0,12.0,,0.67,142.0,1140.0,763.0,,,,
36,2014-08-18,,Back,Bent Over Row,95.0,12.0,,0.67,142.0,1140.0,763.0,,,,
36,2014-08-18,,Back,Bent Over Row,95.0,9.0,,0.67,142.0,855.0,572.0,,,,
36,2014-08-18,,Back,Bent Over Row,85.0,12.0,,0.6,142.0,1020.0,612.0,,,,
36,2014-08-18,,Back,Bent Over Row,85.0,12.0,,0.6,142.0,1020.0,612.0,,,,
36,2014-08-18,,Back,Bent Over Row,85.0,12.0,,0.6,142.0,1020.0,612.0,,,,
36,2014-08-18,,Back,Bent Over Row,85.0,11.0,,0.6,142.0,935.0,561.0,,,,
36,2014-08-18,,Back,Bent Over Row,85.0,12.0,,0.6,142.0,1020.0,612.0,,,,
37,2014-09-03,,Chest,Flat Dumbbell Bench Press,80.0,15.0,,0.67,120.0,1200.0,804.0,,,,
37,2014-09-03,,Chest,Flat Dumbbell Bench Press,80.0,15.0,,0.67,120.0,1200.0,804.0,,,,
37,2014-09-03,,Chest,Flat Dumbbell Bench Press,80.0,15.0,,0.67,120.0,1200.0,804.0,,,,
37,2014-09-03,,Chest,Flat Dumbbell Bench Press,80.0,15.0,,0.67,120.0,1200.0,804.0,,,,
37,2014-09-03,,Chest,Flat Dumbbell Bench Press,80.0,7.0,,0.67,120.0,560.0,375.0,,,,
37,2014-09-03,,Chest,Flat Dumbbell Bench Press,70.0,15.0,,0.58,120.0,1050.0,609.0,,,,
37,2014-09-03,,Chest,Flat Dumbbell Bench Press,70.0,12.0,,0.58,120.0,840.0,487.0,,,,
37,2014-09-03,,Chest,Flat Dumbbell Bench Press,70.0,15.0,,0.58,120.0,1050.0,609.0,,,,
37,2014-09-03,,Chest,Flat Dumbbell Bench Press,70.0,12.0,,0.58,120.0,840.0,487.0,,,,
37,2014-09-03,,Chest,Flat Dumbbell Bench Press,70.0,12.0,,0.58,120.0,840.0,487.0,,,,
37,2014-09-03,,Chest,Flat Dumbbell Bench Press,70.0,15.0,,0.58,120.0,1050.0,609.0,,,,
37,2014-09-03,,Chest,Flat Dumbbell Bench Press,70.0,12.0,,0.58,120.0,840.0,487.0,,,,
37,2014-09-03,,Chest,Flat Dumbbell Bench Press,60.0,12.0,,0.5,120.0,720.0,360.0,,,,Wayyy too much rest
37,2014-09-03,,Chest,Flat Dumbbell Bench Press,60.0,12.0,,0.5,120.0,720.0,360.0,,,,Wayyy too much rest
37,2014-09-03,,Chest,Flat Dumbbell Bench Press,60.0,12.0,,0.5,120.0,720.0,360.0,,,,Wayyy too much rest
38,2014-09-06,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
38,2014-09-06,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
38,2014-09-06,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
38,2014-09-06,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
38,2014-09-06,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
38,2014-09-06,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
38,2014-09-06,,Back,Bent Over Row,95.0,12.0,,0.67,142.0,1140.0,763.0,,,,
38,2014-09-06,,Back,Bent Over Row,95.0,12.0,,0.67,142.0,1140.0,763.0,,,,
38,2014-09-06,,Back,Bent Over Row,95.0,12.0,,0.67,142.0,1140.0,763.0,,,,
38,2014-09-06,,Back,Bent Over Row,95.0,9.0,,0.67,142.0,855.0,572.0,,,,
38,2014-09-06,,Back,Bent Over Row,85.0,12.0,,0.6,142.0,1020.0,612.0,,,,
38,2014-09-06,,Back,Bent Over Row,85.0,12.0,,0.6,142.0,1020.0,612.0,,,,
38,2014-09-06,,Back,Bent Over Row,85.0,12.0,,0.6,142.0,1020.0,612.0,,,,Wayyy too much rest
38,2014-09-06,,Back,Bent Over Row,85.0,11.0,,0.6,142.0,935.0,561.0,,,,Wayyy too much rest
38,2014-09-06,,Back,Bent Over Row,85.0,12.0,,0.6,142.0,1020.0,612.0,,,,"Wayyy too much rest; toward the latter half, it becomes difficult to continue lifting with the same amount of rest"
39,2014-10-17,,Back,Lat Pulldown,115.0,15.0,,0.67,172.0,1725.0,1155.0,,,,
39,2014-10-17,,Back,Lat Pulldown,115.0,15.0,,0.67,172.0,1725.0,1155.0,,,,
39,2014-10-17,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
39,2014-10-17,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
39,2014-10-17,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
39,2014-10-17,,Back,Bent Over Row,95.0,15.0,,0.67,142.0,1425.0,954.0,,,,
39,2014-10-17,,Back,Bent Over Row,95.0,11.0,,0.67,142.0,1045.0,700.0,,,,
39,2014-10-17,,Back,Bent Over Row,90.0,8.0,,0.63,142.0,720.0,453.0,,,,
39,2014-10-17,,Back,Bent Over Row,85.0,11.0,,0.6,142.0,935.0,561.0,,,,
